Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID,Internal ID as hex
pansy table,,,5,yellow pansies,3.0,hardwood,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,50,Housewares,7237,green,FtrFlowerTableS,,7805,516,7iYZ6YuJGjETcGF8A,0204
pansy wand,,,1,yellow pansies,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,5091,green,ToolStickPansy,,8275,527,5NPaTGzE9ZCAryFmE,020F
pansy wreath,,,3,yellow pansies,3.0,white pansies,3.0,red pansies,,,,,,,NFS,200.0,,,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is pansies,,,1.0.0,Yes,50,Wall-mounted,5466,green,FtrDoorOrnamentWreathPansy,,7857,230,qPZnLEKoAZbQxXQiG,00E6
park fence,,,5,iron nugget,,,,,,,,,,,NFS,200.0,,,Custom Fencing in a Flash,,,,2.0.0,Yes,0,Other,14759,dark gray,ItemFencePark,,973,1011,K6HirvKManZwEueu3,03F3
partition wall,,,3,wood,3.0,clay,,,,,,,,,NFS,200.0,,,Niko,Received after completing 8th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,12681,color_52,FtrWallHigh,,600,753,taa5jSwuss9wHWtEN,02F1
paw-print doorplate,,,3,wood,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,50,Wall-mounted,5716,brown,FtrDoorOrnamentPaw,,501,466,S3f74cedig2pCxFHu,01D2
peach chair,,,10,peach,5.0,wood,,,,,,,,,NFS,200.0,,,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,,,1.0.0,Yes,100,Housewares,4127,pink,FtrFruitsChairPeach,,1740,187,nCJGnLxvqbshrxxxD,00BB
peach dress,,,8,peach,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Equipment,9839,pink,TopsTexOnepieceAlineNPeach0,,1746,618,zmPZEvBG6yYGmeFBx,026A
peach hat,,,5,peach,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Equipment,9874,pink,CapHatPeach0,,1745,619,iSQTJwDAeiFowjbt5,026B
peach jam,,,3,peach,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14170,color_76,FtrJarPeach,,13613,950,TWoPKZdra4upoHrhf,03B6
peach jelly,,,2,peach,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13963,color_60,FtrJellyPeach,,14303,872,M7aGdjwqJkXZD2ZoY,0368
peach pie,,,3,flour,2.0,sugar,2.0,peach,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13935,color_70,FtrPiePeach,,14903,848,yG7TbaxmzT8GSH9Hy,0350
peach rug,,,6,peach,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Rugs,7331,pink,RugOtherPeachM00,,1743,545,qYQTQktpoWBckW63d,0221
peach smoothie,,,2,peach,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13999,color_76,FtrSmoothiePeach,,15003,908,38YC4aY5hkydAdbd9,038C
peach surprise box,,,10,peach,4.0,softwood,,,,,,,,,NFS,200.0,,,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,,,1.0.0,Yes,100,Miscellaneous,4128,pink,FtrFruitsBox,,1741,188,47GdZP9FTse2XqXCv,00BC
peach tart,,,1,flour,1.0,sugar,1.0,peach,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13951,color_66,FtrTartPeach,,14503,864,YNZ5wPzr9HZ8Hsev9,0360
peach umbrella,,,7,peach,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Equipment,9947,pink,UmbrellaPeach0,,1744,620,bpoAgczMK3d6dmtte,026C
peach wall,,,20,peach,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,100,Wallpaper,4918,pink,RoomTexWallPeach00,,1742,306,EtpBMH46crTvLrLrn,0132
pear bed,,,10,pear,6.0,softwood,,,,,,,,,NFS,200.0,,,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,,,1.0.0,Yes,100,Housewares,4546,green,FtrFruitsBedS,,1801,186,cGN8QeEJjgtfZJnqv,00BA
pear dress,,,8,pear,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,100,Equipment,9837,green,TopsTexOnepieceAlineNPear0,,1806,615,Gc8pnkWgCZcMbeJnk,0267
pear hat,,,5,pear,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,100,Equipment,9872,green,CapHatPear0,,1805,616,u6hqbCNXEpdwk5TyW,0268
pear jam,,,3,pear,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14171,color_76,FtrJarPear,,13614,951,qbWRHmfSzfr3JHdQt,03B7
pear jelly,,,2,pear,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13961,color_60,FtrJellyPear,,14304,870,ef5AsgTMKEFfZbXy7,0366
pear pie,,,3,flour,2.0,sugar,2.0,pear,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13936,color_66,FtrPiePear,,14904,849,ctyhQ6weFqSiWRgYx,0351
pear rug,,,6,pear,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,100,Rugs,7332,green,RugOtherPearM00,,1803,546,eEcepcMqPiijQzjta,0222
pear smoothie,,,2,pear,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13995,color_76,FtrSmoothiePear,,15004,904,9zBg5GHcomeaLrGio,0388
pear tart,,,1,flour,1.0,sugar,1.0,pear,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13953,color_68,FtrTartPear,,14504,866,yRGZYphMaPFkA5JtD,0362
pear umbrella,,,7,pear,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,100,Equipment,9950,green,UmbrellaPear0,,1804,617,Z4yN2HWQNGM9HYBZo,0269
pear wall,,,20,pear,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,100,Wallpaper,4917,green,RoomTexWallPear00,,1802,305,es6hFYQ5DneXyj8od,0131
pear wardrobe,,,10,pear,5.0,wood,,,,,,,,,NFS,200.0,,,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,,,1.0.0,Yes,100,Housewares,1263,green,FtrFruitsClosetLR,,1800,9,ruECmxoLmFHpjeKau,0009
pesce all'acqua pazza,,,1,red snapper,1.0,tomato,1.0,manila clam,,,,,,,NFS,200.0,,,Catching a red snapper,,,,2.0.0,Yes,0,Savory,14161,color_65,FtrFishdishBream,,13506,941,nCjFBAoftoweN7fCp,03AD
pickled veggies,,,1,carrot,1.0,potato,1.0,tomato,1.0,orange pumpkin,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14174,color_76,FtrJarVegetable,,13602,954,AyEZ2ZtWGxRjTCNdm,03BA
pile of cardboard boxes,,,3,cardboard box,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,2.0.0,Yes,1,Housewares,13696,yellow,FtrCardboardPile,,2137,1053,Fp4sbM2BctELxv7cz,041D
pile of cash,,,3,"99,000 Bells",,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,2.0.0,Yes,50,Miscellaneous,13666,yellow,FtrBanknotes,,2191,1061,bFkL9b95kFYowfZTa,0425
pile of leaves,,,3,pine cone,5.0,clump of weeds,,,,,,,,,NFS,200.0,,,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Housewares,1023,brown,FtrFallenleaves,,4602,586,4DfamX3gvgQKPaGYi,024A
pile of zen cushions,,,3,zen cushion,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,100,Housewares,7048,yellow,FtrCushionJapanPile,,2140,521,2CGSv5apJjzb9AZS5,0209
pine bonsai tree,,,8,pine cone,5.0,clay,,,,,,,,,NFS,200.0,,,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,3802,brown,FtrBonsaiPine,,4610,592,ifZ8RQ4kxXgJawABR,0250
Pisces lamp,,,3,star fragment,2.0,Pisces fragment,2.0,gold nugget,4.0,stone,,,,,NFS,200.0,,,Celeste,,Pisces,Yes,1.0.0,Yes,0,Housewares,5963,silver,FtrZodiacPisces,,2311,399,WkqrKtCEaK8GTwQ6L,018F
pitfall seed,,,4,clump of weeds,6.0,tree branch,,,,,,,,,900,200.0,,,Nook's Cranny,Also obtained from digging up an existing pitfall,,,1.0.0,Yes,100,Other,2578,green,PitfallSeed,,135,264,QB33ur4L2mq5CvL4X,0108
pizza margherita,,,3,flour,2.0,tomato,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14466,color_63,FtrPizza,,13201,967,cZRJqzYg5RwYj8sR5,03C7
plain cupcakes,,,1,flour,1.0,sugar,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,14118,color_61,FtrCupcakePlain,,14201,926,o5z3wBSbYDFQFsup6,039E
plain scones,,,2,flour,1.0,sugar,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,14109,color_61,FtrSconePlain,,14401,917,TGxZYSTcTkdvbWYaJ,0395
plain sink,,,6,wood,4.0,clay,1.0,iron nugget,,,,,,,NFS,200.0,,,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,,,1.0.0,Yes,0,Housewares,3683,brown,FtrWashstandBowl,,371,174,2ep7S8GmDoqMHTzTo,00AE
plain wooden shop sign,,,6,wood,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Housewares,3692,brown,FtrSignWood,,372,166,q5Gq6yTqh25mfP83A,00A6
plate armor,,,10,iron nugget,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,2.0.0,Yes,0,Housewares,12611,dark gray,FtrArmor,,919,1049,huzaZ9hdKMH2c5bZ7,0419
poke,,,1,salmon,1.0,tomato,,,,,,,,,NFS,200.0,,,Catching a salmon,,,,2.0.0,Yes,0,Savory,13969,color_62,FtrSaladbowlPoke,,12206,878,C9iWyNtf2ZxDnrG48,036E
pond stone,,,10,stone,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Housewares,7393,light gray,FtrStonewaterbowl,,819,513,LqSfpSHJgQyAJDHkJ,0201
pot,,,5,clay,,,,,,,,,,,NFS,200.0,,,Cranky villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Miscellaneous,2559,brick,FtrKame,,703,37,4kNto6azXBJEzDZvA,0025
potato curry,,,3,flour,3.0,potato,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14127,color_77,FtrNancurryPotato,,13103,935,PHFDfErEoufAJ7TYT,03A7
potato galette,,,2,flour,3.0,potato,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14131,color_67,FtrPancakePotato,,12312,939,qdidcxNWNktBmM2Np,03AB
potato potage,,,1,flour,2.0,potato,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13932,color_64,FtrSoupPotato,,12102,845,73ncwJFJAMT3caNip,034D
potted ivy,,,5,clump of weeds,5.0,clay,,,,,,,,,NFS,200.0,,,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,,,1.0.0,Yes,0,Wall-mounted,3785,green,FtrLeafWall,,1231,214,PRZpskqoyoPoT6g3c,00D6
pound cake,,,2,flour,1.0,sugar,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13980,color_63,FtrPoundcake,,14701,889,BmLXqRhpxZyrRQYPc,0379
pretty cosmos wreath,,,3,orange cosmos,3.0,pink cosmos,3.0,red cosmos,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,100,Wall-mounted,5745,green,FtrDoorOrnamentWreathCosmosMix,,7847,445,sSXrhgXnaQfP53KFk,01BD
pretty tulip wreath,,,3,orange tulips,3.0,pink tulips,3.0,purple tulips,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,100,Wall-mounted,5751,green,FtrDoorOrnamentWreathTulipMix,,7850,361,z4k9YXZrLp9x6TXXF,0169
pretzels,,,1,flour,1.0,sugar,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13986,color_64,FtrPretzel,,14101,895,YdpQh69WfwZuL3sRK,037F
project table,,,10,wood,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,2.0.0,Yes,0,Housewares,12349,brown,FtrWorktable,,408,1054,YEdcad8waG6Pf9agW,041E
pull-apart bread,,,2,flour,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14182,color_68,FtrSkilletBread,,12705,962,yc8pkMTLiDCA9qNPA,03C2
pumpkin bagel sandwich,,,2,flour,3.0,orange pumpkin,,,,,,,,,NFS,200.0,,,Be a Chef! DIY Recipes+,,,,2.0.0,Yes,0,Savory,14125,color_65,FtrBeaglesandPumpkin,,12413,933,nCM6CQATAW8F3E29a,03A5
pumpkin cupcakes,,,1,flour,1.0,sugar,2.0,orange pumpkin,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,14114,color_68,FtrCupcakePumpkin,,14204,922,LQv9YQMvzYW73Dhvf,039A
pumpkin curry,,,3,flour,3.0,orange pumpkin,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14121,color_77,FtrNancurryPumpkin,,13104,929,do7ajs52T7KNrrHbg,03A1
pumpkin pie,,,3,flour,2.0,sugar,2.0,orange pumpkin,,,,,,,NFS,200.0,,,Turkey Day Recipes,Obtain Turkey Day Recipes from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,2.0.0,Yes,0,Savory,13329,color_64,FtrPiePumpkin,,15202,973,CiR9F7NezNSSxFdEt,03CD
pumpkin pound cake,,,2,flour,1.0,sugar,2.0,orange pumpkin,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13981,color_62,FtrPoundcakePumpkin,,14704,890,8R8jD3Gr2gdiRM4jF,037A
pumpkin scones,,,2,whole-wheat flour,1.0,sugar,2.0,orange pumpkin,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,14117,color_66,FtrSconePumpkin,,14404,925,dw3R9pXfeCtJCcDDC,039D
pumpkin soup,,,3,orange pumpkin,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13941,color_63,FtrVesselPumpkin,,12603,854,WMxvTJgkdkwvJvp34,0356
purple hyacinth crown,,,6,purple hyacinths,,,,,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,200,Equipment,5098,green,CapOrnamentHyacinth3,,8222,239,aHwaJQnuBTPrrjRtM,00EF
purple hyacinth wreath,,,10,purple hyacinths,,,,,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,200,Wall-mounted,5769,green,FtrDoorOrnamentWreathHyacinthRare,,7862,452,QXWyxbAncQeicP3xY,01C4
purple pansy crown,,,6,purple pansies,,,,,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,200,Equipment,5107,green,CapOrnamentPansy3,,8219,248,NJ8nZjXNYWmYkzzGA,00F8
purple windflower crown,,,6,purple windflowers,,,,,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,200,Equipment,5101,green,CapOrnamentAnemone3,,8202,242,kz9eW99mbZKy5QZSA,00F2
raccoon figurine,,,6,clay,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,7452,brick,FtrOrnamentTanuki,,705,520,c3iADXgcRcQv3cTF3,0208
rainbow feather,,,1,red feather,1.0,blue feather,1.0,green feather,1.0,purple feather,,,,,NFS,200.0,,,Pavé,Talk to Pavé during the Festivale event,Festivale,Yes,1.7.0,Yes,0,Other,3548,yellow,FeatherRainbow,,7690,755,BXQ4FMQPBSYP7THhq,02F3
recycled boots,,,2,boot,,,,,,,,,,,NFS,,,,Fishing,Fish up 1 boot,,,1.0.0,Yes,0,Equipment,12326,dark gray,ShoesKneeRecyclingboots0,,690,664,yqYz3fPAdv4nDcv9X,0298
recycled-can thumb piano,,,1,empty can,1.0,wood,1.0,iron nugget,,,,,,,NFS,,,,Fishing,Fish up 3 empty cans,,,1.0.0,Yes,0,Miscellaneous,7045,dark gray,FtrKalimbaCan,,650,504,Wg8fZ2B2HqkvzvHDP,01F8
red-leaf pile,,,3,maple leaf,4.0,clump of weeds,,,,,,,,,NFS,200.0,,,Balloons; Isabelle,,maple leaves,Yes,1.0.0,Yes,0,Housewares,4271,brown,FtrFallenleavesRed,,4601,589,mLrdRGTNsXKuekHhN,024D
ringtoss,,,2,wood,2.0,softwood,,,,,,,,,NFS,200.0,,,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,,,1.0.0,Yes,0,Miscellaneous,88,brown,FtrQuoits,,460,43,oADtSa2zmTwZ9NMQz,002B
robot hero,,,1,rocket,1.0,gold armor,30.0,rusted part,90.0,iron nugget,10.0,gold nugget,,,NFS,200.0,5000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,1509,silver,FtrHerorobot,,2228,594,4AjeuiarF5T2AAKSG,0252
rocket,,,10,star fragment,20.0,iron nugget,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Housewares,1441,silver,FtrRocket,,2221,409,xMbimsjjXPKdPSXxF,0199
rocking chair,,,3,wood,5.0,softwood,,,,,,,,,NFS,200.0,,,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,,,1.0.0,Yes,0,Housewares,1103,brown,FtrRockingchair,,376,57,8iX4opSXHjcJBorzj,0039
rocking horse,,,5,softwood,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Housewares,83,brown,FtrRockinghorse,,403,102,mYp7N7KfrH4GprNif,0066
Roost sablé cookie,,,1,flour,2.0,sugar,,,,,,,,,NFS,200.0,,,Brewster,Sit down for coffee on 5 different days,,,2.0.0,Yes,0,Sweet,14565,color_67,FtrCafeSable,,14007,1018,oCeZLpfNMtPz2GDkw,03FA
rope fence,,,4,iron nugget,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,4352,dark gray,ItemFencePegRope,,970,549,376NtDBZyAE9mDtSo,0225
rope-net flooring,,,10,vine,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Floors,13880,color_56,RoomSpFloorRopenet00,,1360,771,byM4AMEaepwn4wogC,0303
rope-net wall,,,10,vine,10.0,wood,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Wallpaper,13875,color_56,RoomSpWallRopenet00,,1350,766,kbr3aPSJy8hf3pmAT,02FE
rose bed,,,10,red roses,5.0,wood,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,50,Housewares,7235,green,FtrFlowerBedW,,7804,507,7JwEWxhn5RhmvkgpS,01FB
rose crown,,,2,red roses,2.0,yellow roses,2.0,white roses,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,0,Equipment,5111,green,CapOrnamentRose1,,8212,252,nn5Ax694CmD7dzkDZ,00FC
rose wand,,,1,red roses,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,5093,green,ToolStickRose,,8274,529,hH9qJNGJpxbY2TYTt,0211
rose wreath,,,3,red roses,3.0,white roses,3.0,yellow roses,,,,,,,NFS,200.0,,,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is roses,,,1.0.0,Yes,50,Wall-mounted,5437,green,FtrDoorOrnamentWreathRose,,7852,229,Swx6c6NHk94Htn86t,00E5
round glowing-moss rug,,,4,glowing moss,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Rugs,13878,color_56,RugRoundGlowMossS00,,1570,769,ipBkp9Po5BTDfte76,0301
round vine rug,,,4,vine,,,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Rugs,13906,color_56,RugRoundVineS00,,1370,764,LBb9dLvDGAxjJgu6y,02FC
ruined arch,,,5,vine,20.0,stone,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Housewares,14018,color_56,FtrRemainsArch,,1304,763,CJjPzNfxZETBiX4ZS,02FB
ruined broken pillar,,,5,vine,5.0,stone,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Housewares,14887,color_56,FtrRemainsArchBroken,,1306,1060,uJwdhxsXLWJYJMMjZ,0424
ruined decorated pillar,,,5,vine,10.0,stone,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Housewares,13662,color_56,FtrRemainsPillar,,1305,990,w9fXA4oKovSFYLgDt,03DE
ruined seat,,,3,vine,3.0,stone,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Housewares,14882,color_56,FtrRemainsChairS,,1307,1045,No7mNujs2LxptzojC,0415
rustic-stone wall,,,5,stone,5.0,clay,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Wallpaper,4813,light gray,RoomTexWallStone00,,851,324,MmjudYWMYWwucKrMG,0144
Sagittarius arrow,,,3,star fragment,2.0,Sagittarius fragment,2.0,gold nugget,,,,,,,NFS,200.0,,,Celeste,,Sagittarius,Yes,1.0.0,Yes,0,Wall-mounted,5958,silver,FtrZodiacSagittarius,,2308,376,E3TJjo97BMNgHWPAH,0178
sakura-wood flooring,,,5,cherry-blossom petal,10.0,wood,,,,,,,,,NFS,200.0,,,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Floors,5056,pink,RoomTexFloorSolidWood00,,3461,649,fPZCc3qyHmip4YE4o,0289
sakura-wood wall,,,5,cherry-blossom petal,10.0,wood,,,,,,,,,NFS,200.0,,,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Wallpaper,4947,pink,RoomTexWallSolidWood00,,3451,321,qweZmh7LNTLp9FDiY,0141
salad,,,1,tomato,1.0,carrot,1.0,potato,1.0,orange pumpkin,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14010,color_63,FtrSalad,,12201,913,vBaMdk776MJJTvYy2,0391
salad-stuffed tomato,,,3,tomato,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13988,color_61,FtrWholesaladTomato,,12602,897,izKuFA3SJgofJSwXP,0381
salade de carottes râpées,,,3,carrot,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13968,color_61,FtrSaladbowlRapees,,12202,877,5Rx2Es7EhMhjsbMvx,036D
salmon bagel sandwich,,,2,flour,1.0,salmon,,,,,,,,,NFS,200.0,,,Catching a salmon,,,,2.0.0,Yes,0,Savory,14119,color_63,FtrBeaglesandSalmon,,12415,927,9a4ZaYMs5LxNjS3LJ,039F
salmon sandwich,,,2,whole-wheat flour,1.0,salmon,,,,,,,,,NFS,200.0,,,Catching a salmon,,,,2.0.0,Yes,0,Savory,13976,color_66,FtrSandwichFish,,12403,885,mbr2An9mvqLq7zuuq,0375
sandy-beach flooring,,,1,sea snail,1.0,venus comb,1.0,sand dollar,1.0,coral,1.0,giant clam,1.0,cowrie,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Floors,4970,white,RoomTexFloorSand00,,3860,669,39nh7pMHJthnDFjYE,029D
sardines in oil,,,1,anchovy,,,,,,,,,,,NFS,200.0,,,Catching an anchovy,,,,2.0.0,Yes,0,Savory,14181,color_76,FtrJarAnchovy,,13621,961,kfXx6ZNkaMXzkgevC,03C1
satellite,,,10,star fragment,15.0,iron nugget,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Housewares,1443,silver,FtrSatellite,,2222,379,LZgRMaLeBJvSmGPGu,017B
sauna heater,,,6,stone,3.0,iron nugget,3.0,wood,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,0,Housewares,3689,light gray,FtrStoveSauna,,810,374,LmA3DipMGKZb35bBf,0176
sautéed olive flounder,,,1,olive flounder,1.0,skinny mushroom,,,,,,,,,NFS,200.0,,,Catching a olive flounder,,,,2.0.0,Yes,0,Savory,14164,color_68,FtrFishdishPlaice,,13504,944,Rdci4YujngekjXNc4,03B0
savory bread,,,3,flour,1.0,carrot,1.0,tomato,1.0,potato,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,12813,color_66,FtrBreadbasketBunmeal,,12804,978,cX9A6zmo2DoW2vD6n,03D2
scarecrow,,,3,tree branch,5.0,clump of weeds,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,1120,brown,FtrScarecrow,,204,655,MWhpvNPWowwPKTPb3,028F
scattered papers,,,1,document stack,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,100,Housewares,4034,yellow,FtrFloorpapers,,2121,463,inzHEDTLeK6KZoiqa,01CF
sci-fi flooring,,,5,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Floors,5270,silver,RoomSpFloorSF00,,2262,477,HYS6oTgQ85xyP8cuv,01DD
sci-fi wall,,,5,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Wallpaper,5510,silver,RoomSpWallSF00,,2252,292,e4h5PiReE4wkz2mvY,0124
Scorpio lamp,,,3,star fragment,2.0,Scorpius fragment,2.0,gold nugget,5.0,stone,,,,,NFS,200.0,,,Celeste,,Scorpio,Yes,1.0.0,Yes,0,Miscellaneous,5962,silver,FtrZodiacScorpio,,2307,380,nJbz3cz3Adu75WTG4,017C
sea-bass pie,,,3,flour,1.0,sea bass,,,,,,,,,NFS,200.0,,,Catching a sea bass,,,,2.0.0,Yes,0,Savory,14003,color_62,FtrPieFish,,13500,912,v5KDz4FgxGg8QL4Bn,0390
seafood ajillo,,,1,tiger prawn,1.0,squid,1.0,scallop,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14183,color_63,FtrSkilletSeafood,,12704,963,pcWi9qnLFve6oKgoZ,03C3
seafood pizza,,,3,flour,1.0,tiger prawn,2.0,manila clam,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14696,color_64,FtrPizzaSeafood,,13204,968,aGtLT47mnhdYDAGav,03C8
