Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
decorative bottles,,Light blue,Color,White labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Aqua,White,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_1_3,1_3,13299,gSdWG7JHWaFeMwBG4,33F3,"(1, 96)"
decorative bottles,,Light blue,Color,Green labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Aqua,Blue,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_1_4,1_4,13299,DaHBEqkSxmHF4bRL4,33F3,"(1, 128)"
decorative bottles,,Light blue,Color,Black labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Aqua,Black,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_1_5,1_5,13299,vFTJt3dWsp63oTWRc,33F3,"(1, 160)"
decorative bottles,,Brown,Color,,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Brown,Brown,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_2_0,2_0,13299,2h2ohWPCjRDJNBxe8,33F3,"(2, 0)"
decorative bottles,,Brown,Color,Apple labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Brown,Red,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_2_1,2_1,13299,ZN34WvMxP2RAYCw9u,33F3,"(2, 32)"
decorative bottles,,Brown,Color,Orange labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Brown,Orange,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_2_2,2_2,13299,Dzsi7wXM4g4cGPmmw,33F3,"(2, 64)"
decorative bottles,,Brown,Color,White labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Brown,White,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_2_3,2_3,13299,LYC2KEvpDaaBkxyJK,33F3,"(2, 96)"
decorative bottles,,Brown,Color,Green labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Brown,Blue,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_2_4,2_4,13299,RDcKLqwNfvp6KuCnj,33F3,"(2, 128)"
decorative bottles,,Brown,Color,Black labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Brown,Black,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_2_5,2_5,13299,vKC4BAAJx7hxXnEcw,33F3,"(2, 160)"
decorative bottles,,Blue,Color,,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Blue,Blue,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_3_0,3_0,13299,YbuWZid9Z8CC7Qme6,33F3,"(3, 0)"
decorative bottles,,Blue,Color,Apple labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Blue,Red,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_3_1,3_1,13299,QXrugD5i9hGqzG8gF,33F3,"(3, 32)"
decorative bottles,,Blue,Color,Orange labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Blue,Orange,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_3_2,3_2,13299,R2tEpY7bkKPdLkNqA,33F3,"(3, 64)"
decorative bottles,,Blue,Color,White labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Blue,White,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_3_3,3_3,13299,2bmqy5bRgii2Gesvo,33F3,"(3, 96)"
decorative bottles,,Blue,Color,Green labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Blue,Blue,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_3_4,3_4,13299,SZ2Mc2F8DLHZJFfuW,33F3,"(3, 128)"
decorative bottles,,Blue,Color,Black labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Blue,Black,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_3_5,3_5,13299,wGGFdF2sgcPFPftfe,33F3,"(3, 160)"
decorative bottles,,Light green,Color,,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Green,Green,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_4_0,4_0,13299,qStWPGmNFpJ2cteqT,33F3,"(4, 0)"
decorative bottles,,Light green,Color,Apple labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Green,Red,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_4_1,4_1,13299,ssttYzTnDXSB6gTSp,33F3,"(4, 32)"
decorative bottles,,Light green,Color,Orange labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Green,Orange,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_4_2,4_2,13299,RgEcdTYW687Potj3d,33F3,"(4, 64)"
decorative bottles,,Light green,Color,White labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Green,White,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_4_3,4_3,13299,iCHdSEWiMB5ntKuG3,33F3,"(4, 96)"
decorative bottles,,Light green,Color,Green labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Green,Blue,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_4_4,4_4,13299,LKFNmWHHEWbr9gt8n,33F3,"(4, 128)"
decorative bottles,,Light green,Color,Black labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Green,Black,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_4_5,4_5,13299,4XuDk8qtgT63TzPnP,33F3,"(4, 160)"
decorative bottles,,Pink,Color,,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Pink,Pink,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_5_0,5_0,13299,CR6f7HqPQrmExNnPG,33F3,"(5, 0)"
decorative bottles,,Pink,Color,Apple labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Pink,Red,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_5_1,5_1,13299,YxanC2W9EWchuPFCi,33F3,"(5, 32)"
decorative bottles,,Pink,Color,Orange labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Pink,Orange,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_5_2,5_2,13299,XTdZCFj8Sgy3uoESB,33F3,"(5, 64)"
decorative bottles,,Pink,Color,White labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Pink,White,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_5_3,5_3,13299,JRTDjCFa3amnebqRf,33F3,"(5, 96)"
decorative bottles,,Pink,Color,Green labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Pink,Blue,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_5_4,5_4,13299,jP22y4Bs8v7jFPDCK,33F3,"(5, 128)"
decorative bottles,,Pink,Color,Black labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,Pink,Black,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_5_5,5_5,13299,KsFzsnrPGdFCKHDyH,33F3,"(5, 160)"
decorative bottles,,White,Color,,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,White,White,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_6_0,6_0,13299,Yv5mXueHxYFBGLGya,33F3,"(6, 0)"
decorative bottles,,White,Color,Apple labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,White,Red,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_6_1,6_1,13299,YzX3AX5hmjArvMxjJ,33F3,"(6, 32)"
decorative bottles,,White,Color,Orange labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,White,Orange,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_6_2,6_2,13299,Xa9nbCXTndMezdNZ2,33F3,"(6, 64)"
decorative bottles,,White,Color,White labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,White,White,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_6_3,6_3,13299,5KCQ5zdnJd7vbLFYd,33F3,"(6, 96)"
decorative bottles,,White,Color,Green labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,White,Blue,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_6_4,6_4,13299,hou87AhDn63dtfR7w,33F3,"(6, 128)"
decorative bottles,,White,Color,Black labels,Label,No,No,Yes,Default; Custom,1,1.0,Normal,1000.0,1100,275,White,Black,1x1,No,990.0,Poki,Nook's Cranny; HHP Office,,,,103,shop,restaurant,,,SmallGoods,No,Dining,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrGlassbottle_Remake_6_5,6_5,13299,GcEz8d2529pKk86J2,33F3,"(6, 160)"
decorative plate,,Brown,Stand color,Flowers,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Colorful,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_0,0_0,13657,W5rHpERCq46npCpgz,3559,"(0, 0)"
decorative plate,,Brown,Stand color,Mountain,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Black,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_1,0_1,13657,4FMZdbHNbN3ELfi2o,3559,"(0, 32)"
decorative plate,,Brown,Stand color,Bird,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Green,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_2,0_2,13657,GitZzpju37AHKuDLg,3559,"(0, 64)"
decorative plate,,Brown,Stand color,Monochrome floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Gray,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_3,0_3,13657,iSj7mX4QyQvEKNXGx,3559,"(0, 96)"
decorative plate,,Brown,Stand color,Colorful floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Blue,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_4,0_4,13657,guvCvfnwxXCP2DTSp,3559,"(0, 128)"
decorative plate,,Brown,Stand color,Sepia floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Beige,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_5,0_5,13657,ZXDje9N44e7XSffyD,3559,"(0, 160)"
decorative plate,,Brown,Stand color,Pomegranates,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_6,0_6,13657,Tdjz9o8qBC6Lmbg7Y,3559,"(0, 192)"
decorative plate,,Brown,Stand color,Veldt,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Brown,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_0_7,0_7,13657,pegqTzH3zH6EahihC,3559,"(0, 224)"
decorative plate,,Black,Stand color,Flowers,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Colorful,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_0,1_0,13657,36v6mjMq8sFHRspyK,3559,"(1, 0)"
decorative plate,,Black,Stand color,Mountain,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Black,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_1,1_1,13657,EQb26LbcvZSvvA9SS,3559,"(1, 32)"
decorative plate,,Black,Stand color,Bird,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Green,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_2,1_2,13657,Wte63BxAgNZataACN,3559,"(1, 64)"
decorative plate,,Black,Stand color,Monochrome floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Gray,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_3,1_3,13657,bCHTLesJfxyTEhGox,3559,"(1, 96)"
decorative plate,,Black,Stand color,Colorful floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Blue,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_4,1_4,13657,bDtwbDssSQXpEZd56,3559,"(1, 128)"
decorative plate,,Black,Stand color,Sepia floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Beige,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_5,1_5,13657,3Axc7bbpPFNPce5wx,3559,"(1, 160)"
decorative plate,,Black,Stand color,Pomegranates,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_6,1_6,13657,MnLS7aC9GyFcEgTRh,3559,"(1, 192)"
decorative plate,,Black,Stand color,Veldt,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Black,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_1_7,1_7,13657,ZfWpzDmvaYH7hKcfq,3559,"(1, 224)"
decorative plate,,Light brown,Stand color,Flowers,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Colorful,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_0,2_0,13657,7E6Ns5ohTvd4266zu,3559,"(2, 0)"
decorative plate,,Light brown,Stand color,Mountain,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Black,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_1,2_1,13657,7A2boukut3DCPKJvA,3559,"(2, 32)"
decorative plate,,Light brown,Stand color,Bird,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Green,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_2,2_2,13657,dZZbX2L74gSw8xCF5,3559,"(2, 64)"
decorative plate,,Light brown,Stand color,Monochrome floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Gray,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_3,2_3,13657,d8f5NeSC4tY8ECtW4,3559,"(2, 96)"
decorative plate,,Light brown,Stand color,Colorful floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Blue,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_4,2_4,13657,3ed6QG5JhPsPYkvhd,3559,"(2, 128)"
decorative plate,,Light brown,Stand color,Sepia floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Beige,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_5,2_5,13657,7JTCfEfKvgRJNrWHx,3559,"(2, 160)"
decorative plate,,Light brown,Stand color,Pomegranates,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_6,2_6,13657,sDfG7B6K5h7pE5zG3,3559,"(2, 192)"
decorative plate,,Light brown,Stand color,Veldt,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Beige,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_2_7,2_7,13657,36XbuCWPxqG9wXAvv,3559,"(2, 224)"
decorative plate,,Silver,Stand color,Flowers,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Colorful,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_0,3_0,13657,bwtST9FQysgkpMb4B,3559,"(3, 0)"
decorative plate,,Silver,Stand color,Mountain,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Black,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_1,3_1,13657,DKDSNbt73zrPSma3u,3559,"(3, 32)"
decorative plate,,Silver,Stand color,Bird,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Green,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_2,3_2,13657,vLm9MXWZ3FXNZmkms,3559,"(3, 64)"
decorative plate,,Silver,Stand color,Monochrome floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Gray,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_3,3_3,13657,QL2XH7uTPPqJa49H6,3559,"(3, 96)"
decorative plate,,Silver,Stand color,Colorful floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Blue,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_4,3_4,13657,8qamXxkWT3G6Zemhz,3559,"(3, 128)"
decorative plate,,Silver,Stand color,Sepia floral design,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Beige,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_5,3_5,13657,NLKuwbicZbcDyZcyi,3559,"(3, 160)"
decorative plate,,Silver,Stand color,Pomegranates,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_6,3_6,13657,wjGL5HHWQpjRtHMM3,3559,"(3, 192)"
decorative plate,,Silver,Stand color,Veldt,Design,No,No,Yes,Default; Custom; Sable,1,5.0,Normal,3800.0,14000,3500,Gray,Red,1x1,No,12600.0,Poki,Nook's Cranny; HHP Office,,,,103,expensive,living room,,,,No,Folk Craft Decor,No,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrDecorativeplate_Remake_3_7,3_7,13657,ASjwCrCq7sgrtHLcC,3559,"(3, 224)"
