Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
faux-shearling coat,,,Black,No,1680,420.0,51,Black,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Cute,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton3,84,9224,TgjdjQK3v8FWQ2Jpq,2408
faux-shearling coat,,,Pink,No,1680,420.0,51,Pink,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Elegant,Cute,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton1,84,9222,NhSEgskn7iX97xigX,2406
faux-shearling coat,,,Green,No,1680,420.0,51,Green,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Cute,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton2,84,9223,qCcxbbyokkZbCStbz,2407
faux-shearling coat,,,Beige,No,1680,420.0,51,Beige,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Cute,everyday; outdoorsy,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton0,84,3222,WpjniGSpQzK38nX3q,0C96
fired-up kanji tee,,,Tamashii (Soul),No,640,160.0,51,Black,Yellow,1x1,580.0,Poki,Able Sisters,,,,Summer,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,1,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion0,1414,14430,SB3y5pKyosk29HKf9,385E
fired-up kanji tee,,,Kizuna (Bond),No,640,160.0,51,Black,Gray,1x1,580.0,Poki,Able Sisters,,,,Summer,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,2,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion1,1414,14900,Tyqy2D8vevmRwNGhR,3A34
fired-up kanji tee,,,Men (Noodles),No,640,160.0,51,Black,White,1x1,580.0,Poki,Able Sisters,,,,Summer,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,3,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion2,1414,14901,cmPE4JHEJxbMHycGd,3A35
fired-up kanji tee,,,Yume (Dream),No,640,160.0,51,Black,Colorful,1x1,580.0,Poki,Able Sisters,,,,Summer,Summer,,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,4,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion3,1414,14902,pmxbjvQoA9oakexj2,3A36
fischerhemd,,,,No,1800,450.0,51,Blue,Red,1x1,1600.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,Summer,Free,Free,Simple,Active,outdoorsy; vacation; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFischerhemdBlue,813,5658,tMByLq3jkhDNDB2vu,161A
fish-print tee,,,,No,NFS,160.0,501,Beige,Yellow,1x1,,,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopTshirtsHFish0,1152,8765,SebBDo7mypSMwQxhL,223D
fishing vest,,,Black,No,1440,360.0,51,Black,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing4,83,8620,SsMk9hPcTALaaqCc2,21AC
fishing vest,,,Red,No,1440,360.0,51,Red,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing0,83,3219,RC8hPfezpZdaGwkmy,0C93
fishing vest,,,Pink,No,1440,360.0,51,Pink,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing5,83,8621,YeFbuycQnEZPCoYqw,21AD
fishing vest,,,Orange,No,1440,360.0,51,Orange,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing2,83,8618,gc4p6ZxvEKhAoraHr,21AA
fishing vest,,,Avocado,No,1440,360.0,51,Green,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing7,83,8623,hLEANyFRfjAxPzAMX,21AF
fishing vest,,,Green,No,1440,360.0,51,Green,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing6,83,8622,FZ5eX8LMEnXquex8p,21AE
fishing vest,,,Blue,No,1440,360.0,51,Blue,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing1,83,8617,2HBbMgcvJHkp46WyQ,21A9
fishing vest,,,Purple,No,1440,360.0,51,Purple,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing3,83,8619,HTpFLAmPhjZkBWEwZ,21AB
fitness tank,,,Black,No,800,200.0,51,Black,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness4,250,8048,9mya7BZEbeBnmXrB9,1F70
fitness tank,,,Red,No,800,200.0,51,Red,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness6,250,8050,ycywcxPLS4fxdaWrn,1F72
fitness tank,,,Pink,No,800,200.0,51,Pink,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness1,250,8045,zNFW9iSr8vzJzngWo,1F6D
fitness tank,,,Orange,No,800,200.0,51,Orange,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness3,250,8047,cC2fXHXZt7jELsHC6,1F6F
fitness tank,,,Yellow,No,800,200.0,51,Yellow,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness5,250,8049,rNcc6oPNg5F9rYxET,1F71
fitness tank,,,Mint,No,800,200.0,51,Green,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness0,250,4205,pf3TqdjT25titHKTC,106D
fitness tank,,,Light blue,No,800,200.0,51,Aqua,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness2,250,8046,EAQWmffPDBgLrwHKa,1F6E
fitness tank,,,Purple,No,800,200.0,51,Purple,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness7,250,8051,AfSxXnD68W5NzygyT,1F73
five-ball tee,,,,No,560,140.0,51,Orange,White,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball5,133,3322,WsYW9gfDhPcPPerbk,0CFA
flame tee,,,,No,800,200.0,51,Red,Black,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,,Free,Free,Active,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFire0,1047,9536,zk7LLkWEFDXBhA56g,2540
flannel shirt,,,Red,No,1200,300.0,51,Red,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel0,85,3225,n8NYrB9rdjARN3JcB,0C99
flannel shirt,,,Green,No,1200,300.0,51,Green,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel1,85,8945,jRHjkvvvQWrYykHTr,22F1
flannel shirt,,,Blue,No,1200,300.0,51,Blue,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel2,85,8946,usEu4RNDtAHWtXkpw,22F2
flannel shirt,,,Purple,No,1200,300.0,51,Purple,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel4,85,8948,PA9YxRzWDLRnwautw,22F4
flannel shirt,,,Beige,No,1200,300.0,51,Beige,Black,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Simple,everyday; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel3,85,8947,kRizWQBEk6BmJs6xD,22F3
flashy cardigan,,,Red,No,1200,300.0,51,Red,Colorful,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Gorgeous,Gorgeous,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLPsychedelic0,823,5685,s7fDJcPmirS68nmuF,1635
flashy cardigan,,,Blue,No,1200,300.0,51,Blue,Colorful,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Gorgeous,Gorgeous,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLPsychedelic1,823,7857,TBsGpCoXDJ9CxGpwE,1EB1
flashy jacket,,,White,No,1960,490.0,51,White,Red,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy0,108,3265,bsknG2icWD6qRsZQM,0CC1
flashy jacket,,,Black,No,1960,490.0,51,Black,Yellow,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy1,108,8104,WkyL8quGNgeG8mv2K,1FA8
flashy jacket,,,Berry red,No,1960,490.0,51,Red,Black,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy3,108,8106,JvpDnCmieBYpWQQqW,1FAA
flashy jacket,,,Yellow,No,1960,490.0,51,Yellow,Purple,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy5,108,8108,xxvyPserigxWRxBZk,1FAC
flashy jacket,,,Aquamarine,No,1960,490.0,51,Green,Green,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy4,108,8107,2a5o2ngDn2uM3Tsxa,1FAB
flashy jacket,,,Purple,No,1960,490.0,51,Purple,Blue,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy2,108,8105,ihbv8PYd7kmxEfuZg,1FA9
flight jacket,,,Black,No,1680,420.0,51,Black,Gray,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Cool,Cool,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlight1,251,8564,Yf9pi2WbFG5bCgdAX,2174
flight jacket,,,Avocado,No,1680,420.0,51,Green,Orange,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Cool,Cool,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlight2,251,8565,xNudt2hEJrRQW8YTA,2175
flight jacket,,,Brown,No,1680,420.0,51,Brown,Beige,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,All Year,Free,Free,Cool,Cool,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlight0,251,4207,sFNKo6ZMxgx3FB5Bd,106F
flower sweater,,,White,No,1200,300.0,51,White,Red,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Cute,Cute,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit2,196,7843,aERPQsAtM9kYMjsKQ,1EA3
flower sweater,,,Red,No,1200,300.0,51,Red,White,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Cute,Cute,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit0,196,3597,MMmdRMvuRwBE5otMJ,0E0D
flower sweater,,,Yellow,No,1200,300.0,51,Yellow,Red,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Cute,Cute,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit3,196,7844,fmYCxK3tHJkBsMEWy,1EA4
flower sweater,,,Green,No,1200,300.0,51,Green,Orange,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Cute,Cute,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit1,196,7842,dYiwokjRaSWom3tfe,1EA2
folk shirt,,,Red,No,1300,325.0,51,Red,Beige,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLNative0,370,4446,4DPTD6n87FGTiWDgo,115E
folk shirt,,,Blue,No,1300,325.0,51,Aqua,Gray,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Simple,Active,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLNative2,370,7849,E9CrHL88bA9XGfqXg,1EA9
folk shirt,,,Brown,No,1300,325.0,51,Brown,Yellow,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Simple,Active,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLNative1,370,7848,ZE3BkipjbF7LR3KYQ,1EA8
football shirt,,,White,No,1120,280.0,51,White,Black,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball1,371,9398,cAu6tgixNQuENfajk,24B6
football shirt,,,Black,No,1120,280.0,51,Black,White,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball7,371,9404,FbXusjrDLYfqcHh6q,24BC
football shirt,,,Berry red,No,1120,280.0,51,Red,White,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball3,371,9400,YnnusBMRmjscpD3TL,24B8
football shirt,,,Red,No,1120,280.0,51,Orange,Black,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball6,371,9403,RehuSH5BeWm5sogHq,24BB
football shirt,,,Yellow,No,1120,280.0,51,Yellow,Black,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball2,371,9399,Dk5NwoTEp24XCbi45,24B7
football shirt,,,Green,No,1120,280.0,51,Green,White,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball0,371,4447,urMACBJvyors4JtjQ,115F
football shirt,,,Turquoise,No,1120,280.0,51,Green,Black,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball5,371,9402,W6RtDSEBYufhS4y79,24BA
football shirt,,,Blue,No,1120,280.0,51,Blue,White,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,sporty; work,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball4,371,9401,8KSFh4EnPkPwNpCh2,24B9
four-ball tee,,,,No,560,140.0,51,Purple,White,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball4,132,3321,NGv4n2Su8Qx95Eemh,0CF9
frog tee,,,,No,640,160.0,51,Beige,Green,1x1,580.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Active,Cute,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFrog0,1024,8195,DKMWSDKZoSzmWod7u,2003
front-tie button-down shirt,,,Gray,No,800,200.0,51,Gray,Gray,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Elegant,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot3,445,8508,sAkH3rZEJ47um9m6n,213C
front-tie button-down shirt,,,Pink,No,800,200.0,51,Pink,Pink,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Elegant,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot1,445,8506,euL2TPawQ2aXiAgMs,213A
front-tie button-down shirt,,,Yellow,No,800,200.0,51,Yellow,Yellow,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Elegant,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot2,445,8507,M4CZ89bstAnrJeA5D,213B
front-tie button-down shirt,,,Blue,No,800,200.0,51,Blue,Blue,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Elegant,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot0,445,4567,wNWjYMRrguk5GsYR5,11D7
front-tie tee,,,White,No,640,160.0,51,White,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Cool,everyday; comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHKnot1,303,8356,cMFKMTf9PHB6Pf7S2,20A4
front-tie tee,,,Black,No,640,160.0,51,Black,Black,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Cool,everyday; comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHKnot0,303,4320,e27Jt3PXF6AB8nm8Y,10E0
front-tie tee,,,Red,No,640,160.0,51,Red,Red,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Cool,everyday; comfy; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHKnot2,303,8357,FRugEM48NkxaqnJSp,20A5
front-tie tee,,,Lime,No,640,160.0,51,Yellow,Yellow,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Cool,everyday; comfy; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHKnot3,303,8358,YoAtJLbKcZzTXdmoj,20A6
Frye top,,,,No,1200,300.0,201,Yellow,Yellow,1x1,,,Nook Shopping Promotion,,,,All Year,All Year,,Free,Free,Gorgeous,Cute,sporty,1,Yes,Not in catalog,3.0.0,Yes,TopsTexTopTshirtsHUtsuho,1541,872,WEMCCcT7GdGPTeJgf,0368
fuzzy vest,,,Red,No,1300,325.0,51,Red,Gray,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Active,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLBoavest4,253,8517,hMns8akKBoXofFwcZ,2145
fuzzy vest,,,Green,No,1300,325.0,51,Green,Green,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Active,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLBoavest3,253,8516,72fnwf7C6ku4fENhT,2144
fuzzy vest,,,Navy blue,No,1300,325.0,51,Blue,Blue,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Active,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLBoavest0,253,4212,zDuhEnw6GQy2yx2ZH,1074
fuzzy vest,,,Brown,No,1300,325.0,51,Brown,Brown,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Active,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLBoavest2,253,8515,xqaAfLAbNnoZ5TdAw,2143
fuzzy vest,,,Beige,No,1300,325.0,51,Beige,Beige,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Active,everyday; outdoorsy,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLBoavest1,253,8514,eYjpT3S4v6BpYRnmR,2142
garden tank,,,Pink,No,1120,280.0,51,Pink,Pink,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; fairy tale; comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNCamisoleprint0,80,3203,LpJaao2QCb7NxZXAA,0C83
garden tank,,,Orange,No,1120,280.0,51,Orange,Orange,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; fairy tale; comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNCamisoleprint2,80,8076,xK3XpgP76yrMnQ999,1F8C
garden tank,,,Green,No,1120,280.0,51,Green,Green,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; fairy tale; comfy; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNCamisoleprint3,80,8077,FJaEewgXXC2RX3RxZ,1F8D
garden tank,,,Blue,No,1120,280.0,51,Blue,Purple,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; fairy tale; comfy; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNCamisoleprint1,80,8075,teC95nHoxS5CwajBZ,1F8B
